OGLE-BLG-DSCT-00001,12:55.1,-29:48:06.5,16.712,0.07484638,0.00000004,BLG617.16.97164,
OGLE-BLG-DSCT-00002,13:00.4,-29:32:40.4,16.238,0.07261665,0.00000002,BLG617.25.67316,
OGLE-BLG-DSCT-00003,13:01.4,-29:45:32.1,18.069,0.06222415,0.00000003,BLG617.16.76170,
OGLE-BLG-DSCT-00004,13:01.7,-28:46:11.8,18.376,0.05551384,0.00000006,BLG616.16.52229,
OGLE-BLG-DSCT-00005,13:02.9,-29:50:33.1,17.916,0.06049774,0.00000002,BLG617.16.68729,
OGLE-BLG-DSCT-00006,13:04.1,-29:32:02.8,17.944,0.06330841,0.00000002,BLG617.25.71221,
OGLE-BLG-DSCT-00007,13:17.3,-28:38:27.5,18.765,0.0438112,0.00000004,BLG616.16.27505,
OGLE-BLG-DSCT-00008,13:17.5,-29:40:21.2,16.177,0.08337255,0.00000003,BLG617.25.28874,
OGLE-BLG-DSCT-00009,13:18.0,-29:36:31.6,15.871,0.11914732,0.00000002,BLG617.25.36267,
OGLE-BLG-DSCT-00010,13:19.7,-28:16:59.0,16.57,0.13449328,0.00000015,BLG616.25.22051,
OGLE-BLG-DSCT-00011,13:23.2,-29:49:42.9,17,0.0572671,0.00000002,BLG617.16.17201,
OGLE-BLG-DSCT-00012,13:25.7,-29:49:50.9,17.476,0.06707205,0.00000002,BLG617.16.17193,
OGLE-BLG-DSCT-00013,13:28.5,-29:52:43.6,17.825,0.05100635,0.00000002,BLG617.16.9783,
OGLE-BLG-DSCT-00014,13:29.6,-28:22:06.5,16.916,0.0565955,0.00000002,BLG616.25.10471,
OGLE-BLG-DSCT-00015,13:12.5,-28:26:14.2,18.035,0.05336977,0.00000007,BLG616.25.1569,
OGLE-BLG-DSCT-00016,13:32.5,-29:56:48.2,17.904,0.05583773,0.00000002,BLG617.15.90978,
OGLE-BLG-DSCT-00017,13:32.5,-29:20:19.8,18.424,0.05418512,0.00000002,BLG617.32.83317,
OGLE-BLG-DSCT-00018,13:33.2,-29:23:46.3,17.177,0.07775362,0.00000002,BLG617.32.79889,
OGLE-BLG-DSCT-00019,13:34.7,-29:32:36.8,17.425,0.0739081,0.00000002,BLG617.24.104361,
OGLE-BLG-DSCT-00020,13:44.6,-29:02:49.5,16.886,0.07390449,0.00000003,BLG616.07.58359,
OGLE-BLG-DSCT-00021,13:45.3,-29:32:34.1,17.038,0.05589506,0.00000003,BLG617.24.75579,
OGLE-BLG-DSCT-00022,13:46.1,-28:34:42.6,16.418,0.06584757,0.00000003,BLG616.15.80804,
OGLE-BLG-DSCT-00023,13:49.4,-29:14:59.8,17.303,0.07634638,0.00000002,BLG617.32.66390,
OGLE-BLG-DSCT-00024,13:49.6,-29:52:23.8,16.903,0.06703666,0.00000002,BLG617.15.70197,
OGLE-BLG-DSCT-00025,13:54.0,-28:16:32.0,18.199,0.06275711,0.00000003,BLG616.24.79658,
OGLE-BLG-DSCT-00026,14:00.0,-28:05:08.8,17.301,0.13039564,0.00000013,BLG616.32.11306,
OGLE-BLG-DSCT-00027,14:00.2,-29:13:12.6,18.147,0.04281862,0.00000002,BLG617.32.39768,
